device_id,device_info,os,browser,screen,device_type
SM-N950U Build/R16NW|Android 8.0.0|chrome generic for android|2220x1081,SM-N950U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1081,mobile
SM-G920V Build/NRD90M||chrome generic for android|,SM-G920V Build/NRD90M,,chrome generic for android,,mobile
Windows|Windows 10|chrome generic|1920x1200,Windows,Windows 10,chrome generic,1920x1200,desktop
SAMSUNG SM-G925F Build/NRD90M||samsung browser 6.4|,SAMSUNG SM-G925F Build/NRD90M,,samsung browser 6.4,,mobile
SM-J327T1 Build/NRD90M|Android 7.0|chrome generic for android|1280x720,SM-J327T1 Build/NRD90M,Android 7.0,chrome generic for android,1280x720,mobile
SM-P607T|Android 5.1.1|chrome 54.0 for android|2560x1600,SM-P607T,Android 5.1.1,chrome 54.0 for android,2560x1600,mobile
MacOS|Mac OS X 10_13_4|chrome 65.0|1280x1024,MacOS,Mac OS X 10_13_4,chrome 65.0,1280x1024,desktop
moto x4 Build/OPW27.57-40||chrome generic for android|,moto x4 Build/OPW27.57-40,,chrome generic for android,,mobile
iOS Device|iOS 11.3.0|chrome|2048x1536,iOS Device,iOS 11.3.0,chrome,2048x1536,mobile
HUAWEI VNS-L31 Build/HUAWEIVNS-L31||chrome generic for android|,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,,chrome generic for android,,mobile
SM-J120H Build/LMY47V||chrome 53.0 for android|,SM-J120H Build/LMY47V,,chrome 53.0 for android,,mobile
Lenovo||chrome generic|,Lenovo,,chrome generic,,desktop
XT1650||chrome generic for android|,XT1650,,chrome generic for android,,mobile
MacOS|Mac OS X 10_12_3|chrome generic|1680x1050,MacOS,Mac OS X 10_12_3,chrome generic,1680x1050,desktop
iOS Device|iOS 11.3.0|chrome|2224x1668,iOS Device,iOS 11.3.0,chrome,2224x1668,mobile
SM-T810||chrome 65.0 for android|,SM-T810,,chrome 65.0 for android,,mobile
HTC Desire 530 Build/MMB29M||chrome generic for android|,HTC Desire 530 Build/MMB29M,,chrome generic for android,,mobile
SM-G920T Build/NRD90M|Android 7.0|chrome generic for android|2560x1440,SM-G920T Build/NRD90M,Android 7.0,chrome generic for android,2560x1440,mobile
Windows|Windows 10|chrome generic|1729x973,Windows,Windows 10,chrome generic,1729x973,desktop
MacOS|Mac OS X 10_11_3|chrome 65.0|1920x1080,MacOS,Mac OS X 10_11_3,chrome 65.0,1920x1080,desktop
iOS Device|iOS 11.2.5|chrome|2048x1536,iOS Device,iOS 11.2.5,chrome,2048x1536,mobile
Windows|Windows 7|ie 11.0 for desktop|1600x1200,Windows,Windows 7,ie 11.0 for desktop,1600x1200,desktop
Windows|Windows 7|opera generic|1680x1050,Windows,Windows 7,opera generic,1680x1050,desktop
SM-G903F Build/MMB29K||chrome generic for android|,SM-G903F Build/MMB29K,,chrome generic for android,,mobile
iris 870 Build/MRA58K||chrome 65.0 for android|,iris 870 Build/MRA58K,,chrome 65.0 for android,,mobile
SM-J727T1 Build/NRD90M|Android 7.0|chrome generic for android|1280x720,SM-J727T1 Build/NRD90M,Android 7.0,chrome generic for android,1280x720,mobile
MTT||chrome generic for android|,MTT,,chrome generic for android,,mobile
MotoG3 Build/MPIS24.107-55-2-17||chrome generic for android|,MotoG3 Build/MPIS24.107-55-2-17,,chrome generic for android,,mobile
VS425|Android 6.0.1|chrome generic for android|855x480,VS425,Android 6.0.1,chrome generic for android,855x480,mobile
F5122||chrome generic for android|,F5122,,chrome generic for android,,mobile
iOS Device|iOS 11.4.0|mobile safari generic|2208x1242,iOS Device,iOS 11.4.0,mobile safari generic,2208x1242,mobile
SM-G935P Build/NRD90M|Android 7.0|chrome generic for android|1920x1080,SM-G935P Build/NRD90M,Android 7.0,chrome generic for android,1920x1080,mobile
ASUS_Z01BDC||chrome 65.0 for android|,ASUS_Z01BDC,,chrome 65.0 for android,,mobile
Lenovo TB3-710I Build/LMY47I||chrome generic|,Lenovo TB3-710I Build/LMY47I,,chrome generic,,desktop
rv:60.0|Mac OS X 10.13|firefox generic|3360x2100,rv:60.0,Mac OS X 10.13,firefox generic,3360x2100,desktop
MacOS|Mac OS X 10_13_4|chrome 62.0|2560x1440,MacOS,Mac OS X 10_13_4,chrome 62.0,2560x1440,desktop
REVVLPLUS|Android 7.1.1|chrome generic for android|1920x1080,REVVLPLUS,Android 7.1.1,chrome generic for android,1920x1080,mobile
|Android 8.0.0|android webview 4.0|2220x1080,,Android 8.0.0,android webview 4.0,2220x1080,mobile
Windows|Windows 7|chrome 65.0|2400x1500,Windows,Windows 7,chrome 65.0,2400x1500,desktop
SM-G955W||chrome generic for android|,SM-G955W,,chrome generic for android,,mobile
Trident/7.0|Windows 10|ie 11.0 for desktop|1680x1049,Trident/7.0,Windows 10,ie 11.0 for desktop,1680x1049,desktop
Windows|Windows 10|chrome generic|1600x1200,Windows,Windows 10,chrome generic,1600x1200,desktop
MacOS|Mac|chrome generic|2880x1800,MacOS,Mac,chrome generic,2880x1800,desktop
GT-P5210 Build/JDQ39||chrome 52.0 for android|,GT-P5210 Build/JDQ39,,chrome 52.0 for android,,mobile
SM-G950U Build/R16NW|Android 8.0.0|chrome generic for android|2220x1080,SM-G950U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1080,mobile
PULP 4G Build/LMY47V||chrome generic|,PULP 4G Build/LMY47V,,chrome generic,,desktop
SAMSUNG SM-G965F Build/R16NW||samsung browser 7.0|,SAMSUNG SM-G965F Build/R16NW,,samsung browser 7.0,,mobile
MacOS|Mac|chrome 64.0|2560x1600,MacOS,Mac,chrome 64.0,2560x1600,desktop
Ilium L610 Build/MRA58K||chrome generic for android|,Ilium L610 Build/MRA58K,,chrome generic for android,,mobile
E5306||chrome 65.0 for android|,E5306,,chrome 65.0 for android,,mobile
Pixel Build/OPM2.171019.029|Android 8.1.0|chrome 64.0 for android|1921x1081,Pixel Build/OPM2.171019.029,Android 8.1.0,chrome 64.0 for android,1921x1081,mobile
SM-G930R4 Build/NRD90M||chrome 65.0 for android|,SM-G930R4 Build/NRD90M,,chrome 65.0 for android,,mobile
SM-A320Y Build/NRD90M||chrome generic for android|,SM-A320Y Build/NRD90M,,chrome generic for android,,mobile
G3223 Build/42.0.A.4.167||chrome generic for android|,G3223 Build/42.0.A.4.167,,chrome generic for android,,mobile
|Linux|chrome generic|2220x1081,,Linux,chrome generic,2220x1081,desktop
MacOS|Mac OS X 10_13_4|safari generic|1280x720,MacOS,Mac OS X 10_13_4,safari generic,1280x720,desktop
Windows|Windows 10|edge 16.0|1365x767,Windows,Windows 10,edge 16.0,1365x767,desktop
Pixel Build/OPM2.171019.029|Android 8.1.0|chrome generic for android|1921x1081,Pixel Build/OPM2.171019.029,Android 8.1.0,chrome generic for android,1921x1081,mobile
SAMSUNG-SM-G935A Build/NRD90M|Android 7.0|chrome generic for android|1920x1080,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome generic for android,1920x1080,mobile
Pixel 2 XL Build/OPM2.171019.029|Android 8.1.0|chrome generic for android|2882x1442,Pixel 2 XL Build/OPM2.171019.029,Android 8.1.0,chrome generic for android,2882x1442,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1364x768,Trident/7.0,Windows 7,ie 11.0 for desktop,1364x768,desktop
ASUS_X018D||chrome generic for android|,ASUS_X018D,,chrome generic for android,,mobile
SM-A530F Build/NMF26X||chrome generic for android|,SM-A530F Build/NMF26X,,chrome generic for android,,mobile
LG-K500 Build/MMB29M||chrome 54.0 for android|,LG-K500 Build/MMB29M,,chrome 54.0 for android,,mobile
LGL164VL Build/NRD90U|Android 7.0|chrome generic for android|1280x720,LGL164VL Build/NRD90U,Android 7.0,chrome generic for android,1280x720,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1439x900,Trident/7.0,Windows 7,ie 11.0 for desktop,1439x900,desktop
SM-T350 Build/NMF26X|Android 7.1.1|chrome generic for android|1024x768,SM-T350 Build/NMF26X,Android 7.1.1,chrome generic for android,1024x768,mobile
LG-H933||chrome generic for android|,LG-H933,,chrome generic for android,,mobile
Moto C Build/NRD90M.070||chrome 58.0 for android|,Moto C Build/NRD90M.070,,chrome 58.0 for android,,mobile
SAMSUNG SM-G965U Build/R16NW|Android 8.0.0|other|2220x1081,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,other,2220x1081,mobile
X78||chrome generic|,X78,,chrome generic,,desktop
SM-T560NU Build/NMF26X|Android 7.1.1|chrome generic for android|1280x800,SM-T560NU Build/NMF26X,Android 7.1.1,chrome generic for android,1280x800,mobile
Techpad||chrome generic for android|,Techpad,,chrome generic for android,,mobile
SM-J110M Build/LMY48B||chrome 61.0 for android|,SM-J110M Build/LMY48B,,chrome 61.0 for android,,mobile
Build/OPM1.171019.011||chrome generic for android|,Build/OPM1.171019.011,,chrome generic for android,,mobile
MacOS|Mac OS X 10_13_4|chrome generic|1920x1080,MacOS,Mac OS X 10_13_4,chrome generic,1920x1080,desktop
SM-T825 Build/NRD90M||chrome generic for android|,SM-T825 Build/NRD90M,,chrome generic for android,,mobile
Android 4.4.2||other|,Android 4.4.2,,other,,mobile
Redmi 4A Build/N2G47H||chrome 65.0 for android|,Redmi 4A Build/N2G47H,,chrome 65.0 for android,,mobile
rv:56.0|Android 6.0.1|firefox|1200x720,rv:56.0,Android 6.0.1,firefox,1200x720,mobile
Trident/7.0|Windows 10|ie 11.0 for tablet|1599x900,Trident/7.0,Windows 10,ie 11.0 for tablet,1599x900,desktop
Windows|Windows 8.1|chrome 65.0|1920x1200,Windows,Windows 8.1,chrome 65.0,1920x1200,desktop
SAMSUNG-SM-G891A Build/NRD90M|Android 7.0|chrome generic for android|1920x1080,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome generic for android,1920x1080,mobile
SAMSUNG SM-J500FN Build/MMB29M||samsung browser 6.4|,SAMSUNG SM-J500FN Build/MMB29M,,samsung browser 6.4,,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1679x1049,Trident/7.0,Windows 7,ie 11.0 for desktop,1679x1049,desktop
SM-N920G Build/NRD90M||chrome generic for android|,SM-N920G Build/NRD90M,,chrome generic for android,,mobile
SM-G9650 Build/R16NW||chrome generic for android|,SM-G9650 Build/R16NW,,chrome generic for android,,mobile
Windows|Windows 10|chrome generic|1727x971,Windows,Windows 10,chrome generic,1727x971,desktop
ILIUM||chrome 57.0 for android|,ILIUM,,chrome 57.0 for android,,mobile
SM-G900M Build/KOT49H||chrome|,SM-G900M Build/KOT49H,,chrome,,mobile
Windows|Windows 10|chrome generic|2736x1824,Windows,Windows 10,chrome generic,2736x1824,desktop
Windows|Windows 7|chrome 65.0|1344x840,Windows,Windows 7,chrome 65.0,1344x840,desktop
SM-A520W Build/NRD90M||chrome generic for android|,SM-A520W Build/NRD90M,,chrome generic for android,,mobile
|Linux|chrome 65.0|2880x1620,,Linux,chrome 65.0,2880x1620,desktop
Moto G Play Build/NPI26.48-36||chrome 65.0 for android|,Moto G Play Build/NPI26.48-36,,chrome 65.0 for android,,mobile
SM-N920V Build/NRD90M|Android 7.0|chrome 61.0 for android|2562x1442,SM-N920V Build/NRD90M,Android 7.0,chrome 61.0 for android,2562x1442,mobile
Ilium L910 Build/MRA58K||chrome generic for android|,Ilium L910 Build/MRA58K,,chrome generic for android,,mobile
XT1225||chrome generic for android|,XT1225,,chrome generic for android,,mobile
Redmi Note 4 Build/NRD90M||chrome generic for android|,Redmi Note 4 Build/NRD90M,,chrome generic for android,,mobile
SM-T800 Build/MMB29K||chrome 50.0 for android|,SM-T800 Build/MMB29K,,chrome 50.0 for android,,mobile
MacOS|Mac OS X 10_13_4|safari generic|1920x1200,MacOS,Mac OS X 10_13_4,safari generic,1920x1200,desktop
R2||chrome 65.0 for android|,R2,,chrome 65.0 for android,,mobile
Windows|Windows 10|firefox 59.0|2160x1440,Windows,Windows 10,firefox 59.0,2160x1440,desktop
Blade A510 Build/MRA58K||chrome generic for android|,Blade A510 Build/MRA58K,,chrome generic for android,,mobile
Windows|Windows 7|chrome generic|1600x1200,Windows,Windows 7,chrome generic,1600x1200,desktop
G3313 Build/43.0.A.7.25||chrome generic for android|,G3313 Build/43.0.A.7.25,,chrome generic for android,,mobile
Lenovo TB3-710F Build/LRX21M||chrome generic|,Lenovo TB3-710F Build/LRX21M,,chrome generic,,desktop
SAMSUNG-SM-J327A Build/NRD90M|Android 7.0|chrome generic for android|1280x720,SAMSUNG-SM-J327A Build/NRD90M,Android 7.0,chrome generic for android,1280x720,mobile
SM-J500M Build/LMY48B||chrome 43.0 for android|,SM-J500M Build/LMY48B,,chrome 43.0 for android,,mobile
Mi A1 Build/N2G47H||chrome generic for android|,Mi A1 Build/N2G47H,,chrome generic for android,,mobile
Trident/7.0|Windows 10|ie 11.0 for tablet|2735x1825,Trident/7.0,Windows 10,ie 11.0 for tablet,2735x1825,desktop
Windows|Windows 10|edge 16.0|2999x2000,Windows,Windows 10,edge 16.0,2999x2000,desktop
SM-G955F Build/R16NW||other|,SM-G955F Build/R16NW,,other,,mobile
SM-J327P Build/MMB29M|Android 6.0.1|chrome generic for android|1280x720,SM-J327P Build/MMB29M,Android 6.0.1,chrome generic for android,1280x720,mobile
TA-1028 Build/NMF26O||chrome generic for android|,TA-1028 Build/NMF26O,,chrome generic for android,,mobile
MacOS|Mac OS X 10_11_3|chrome 62.0|1366x768,MacOS,Mac OS X 10_11_3,chrome 62.0,1366x768,desktop
Windows|Windows 10|firefox 59.0|1440x900,Windows,Windows 10,firefox 59.0,1440x900,desktop
Windows|other|opera|1280x720,Windows,other,opera,1280x720,desktop
Windows|other|chrome 61.0|1280x720,Windows,other,chrome 61.0,1280x720,desktop
HTC Desire 626s Build/LMY47O||chrome 65.0 for android|,HTC Desire 626s Build/LMY47O,,chrome 65.0 for android,,mobile
||firefox 48.0|,,,firefox 48.0,,desktop
Build/OPR6.170623.013|Android 8.0.0||1920x1080,Build/OPR6.170623.013,Android 8.0.0,,1920x1080,mobile
iOS Device|iOS 11.3.0|mobile safari uiwebview|1136x640,iOS Device,iOS 11.3.0,mobile safari uiwebview,1136x640,mobile
Windows|Windows 10|edge 16.0|1918x1080,Windows,Windows 10,edge 16.0,1918x1080,desktop
Windows|Windows 7|chrome|1024x768,Windows,Windows 7,chrome,1024x768,desktop
rv:47.0|Mac OS X 10.6|firefox 47.0|1920x1200,rv:47.0,Mac OS X 10.6,firefox 47.0,1920x1200,desktop
MYA-L03 Build/HUAWEIMYA-L03||chrome 52.0 for android|,MYA-L03 Build/HUAWEIMYA-L03,,chrome 52.0 for android,,mobile
EVA-L09 Build/HUAWEIEVA-L09||chrome generic for android|,EVA-L09 Build/HUAWEIEVA-L09,,chrome generic for android,,mobile
Windows|Windows 10|edge 16.0|4499x2999,Windows,Windows 10,edge 16.0,4499x2999,desktop
GT-I8190L Build/JZO54K||chrome generic|,GT-I8190L Build/JZO54K,,chrome generic,,desktop
rv:11.0|Windows 7|ie 11.0 for desktop|1366x767,rv:11.0,Windows 7,ie 11.0 for desktop,1366x767,desktop
SAMSUNG|Android 6.0.1|samsung browser 6.4|1024x768,SAMSUNG,Android 6.0.1,samsung browser 6.4,1024x768,mobile
SAMSUNG SM-J500M Build/MMB29M||samsung browser 6.4|,SAMSUNG SM-J500M Build/MMB29M,,samsung browser 6.4,,mobile
Windows|Windows 10|chrome generic|2048x1152,Windows,Windows 10,chrome generic,2048x1152,desktop
SM-A310F Build/MMB29K||chrome 65.0 for android|,SM-A310F Build/MMB29K,,chrome 65.0 for android,,mobile
SM-N920T Build/NRD90M||chrome generic for android|,SM-N920T Build/NRD90M,,chrome generic for android,,mobile
|Android|chrome|1920x1080,,Android,chrome,1920x1080,mobile
SM-T580 Build/NRD90M|Android 7.0|chrome generic for android|1920x1200,SM-T580 Build/NRD90M,Android 7.0,chrome generic for android,1920x1200,mobile
Windows|Windows 10|edge 16.0|2560x1600,Windows,Windows 10,edge 16.0,2560x1600,desktop
SM-G950U Build/R16NW|Android 8.0.0|chrome generic for android|1480x720,SM-G950U Build/R16NW,Android 8.0.0,chrome generic for android,1480x720,mobile
MacOS|Mac OS X 10_13_1|chrome 65.0|1920x1080,MacOS,Mac OS X 10_13_1,chrome 65.0,1920x1080,desktop
Windows|Windows 10|edge 14.0|1280x600,Windows,Windows 10,edge 14.0,1280x600,desktop
Trident/7.0|Windows 10|ie 11.0 for desktop|1919x1200,Trident/7.0,Windows 10,ie 11.0 for desktop,1919x1200,desktop
LG-X180g Build/LMY47I||chrome 53.0 for android|,LG-X180g Build/LMY47I,,chrome 53.0 for android,,mobile
MacOS|Mac OS X 10_11_4|chrome 65.0|1280x800,MacOS,Mac OS X 10_11_4,chrome 65.0,1280x800,desktop
rv:11.0|Windows 7|ie 11.0 for desktop|1023x767,rv:11.0,Windows 7,ie 11.0 for desktop,1023x767,desktop
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1365x768,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1365x768,desktop
|Android|chrome 58.0|801x480,,Android,chrome 58.0,801x480,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1440x899,Trident/7.0,Windows 7,ie 11.0 for desktop,1440x899,desktop
XT1003||chrome generic|,XT1003,,chrome generic,,desktop
HUAWEI CUN-L03 Build/HUAWEICUN-L03||chrome generic|,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome generic,,desktop
SM-J700F||chrome generic for android|,SM-J700F,,chrome generic for android,,mobile
vivo||android webview 4.0|,vivo,,android webview 4.0,,mobile
rv:59.0|Mac OS X 10.12|firefox 59.0|4096x2304,rv:59.0,Mac OS X 10.12,firefox 59.0,4096x2304,desktop
Hisense F20 Build/MMB29M||chrome generic for android|,Hisense F20 Build/MMB29M,,chrome generic for android,,mobile
XT1585 Build/NCK25.118-10.5|Android 7.0|chrome generic for android|2560x1440,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome generic for android,2560x1440,mobile
MacOS|Mac OS X 10_13_4|chrome generic|1440x900,MacOS,Mac OS X 10_13_4,chrome generic,1440x900,desktop
rv:48.0|Mac|firefox 48.0|1680x1050,rv:48.0,Mac,firefox 48.0,1680x1050,desktop
iOS Device|iOS 11.3.1|mobile safari generic|2048x1536,iOS Device,iOS 11.3.1,mobile safari generic,2048x1536,mobile
SM-G950F Build/R16NW||chrome generic for android|,SM-G950F Build/R16NW,,chrome generic for android,,mobile
|Linux|chrome generic|2220x1080,,Linux,chrome generic,2220x1080,desktop
SM-A300M Build/KTU84P||chrome generic|,SM-A300M Build/KTU84P,,chrome generic,,desktop
SM-G928T Build/NRD90M|Android 7.0|chrome generic for android|1921x1081,SM-G928T Build/NRD90M,Android 7.0,chrome generic for android,1921x1081,mobile
MacOS|Mac OS X 10_13_4|chrome 65.0|3200x1800,MacOS,Mac OS X 10_13_4,chrome 65.0,3200x1800,desktop
Pixel|Android 8.1.0|chrome 63.0 for android|2562x1442,Pixel,Android 8.1.0,chrome 63.0 for android,2562x1442,mobile
LG-K220 Build/MXB48T||chrome generic for android|,LG-K220 Build/MXB48T,,chrome generic for android,,mobile
ASUS_X00HD Build/NMF26F||chrome generic for android|,ASUS_X00HD Build/NMF26F,,chrome generic for android,,mobile
Windows|Windows 10|chrome generic|960x640,Windows,Windows 10,chrome generic,960x640,desktop
rv:59.0|Windows 10|firefox|1680x1050,rv:59.0,Windows 10,firefox,1680x1050,desktop
BLADE V8Q Build/N2G47H||chrome generic for android|,BLADE V8Q Build/N2G47H,,chrome generic for android,,mobile
SM-N950U Build/R16NW|Android 8.0.0|chrome 63.0 for android|2220x1081,SM-N950U Build/R16NW,Android 8.0.0,chrome 63.0 for android,2220x1081,mobile
Northwell|Windows 7|ie 11.0 for desktop|1280x720,Northwell,Windows 7,ie 11.0 for desktop,1280x720,desktop
Pixel 2 XL Build/OPM2.171019.029|Android 8.1.0|chrome generic for android|2880x1440,Pixel 2 XL Build/OPM2.171019.029,Android 8.1.0,chrome generic for android,2880x1440,mobile
Windows|Windows 10|firefox 59.0|1920x1200,Windows,Windows 10,firefox 59.0,1920x1200,desktop
Windows|Windows 10|edge 14.0|1919x1079,Windows,Windows 10,edge 14.0,1919x1079,desktop
E5506 Build/29.2.A.0.166||chrome 56.0 for android|,E5506 Build/29.2.A.0.166,,chrome 56.0 for android,,mobile
ALCATEL||chrome generic|,ALCATEL,,chrome generic,,desktop
SM-G9600 Build/R16NW||chrome generic for android|,SM-G9600 Build/R16NW,,chrome generic for android,,mobile
LG-D855||chrome generic|,LG-D855,,chrome generic,,desktop
Moto G Play Build/NPIS26.48-36-5||chrome 58.0 for android|,Moto G Play Build/NPIS26.48-36-5,,chrome 58.0 for android,,mobile
BLADE A602 Build/MRA58K||chrome generic for android|,BLADE A602 Build/MRA58K,,chrome generic for android,,mobile
GT-P5210 Build/KOT49H||chrome 53.0 for android|,GT-P5210 Build/KOT49H,,chrome 53.0 for android,,mobile
Windows|Windows 8.1|ie 11.0 for desktop|1919x1079,Windows,Windows 8.1,ie 11.0 for desktop,1919x1079,desktop
SM-G935F Build/NRD90M||opera|,SM-G935F Build/NRD90M,,opera,,mobile
rv:59.0|Mac OS X 10.9|firefox 59.0|1920x1080,rv:59.0,Mac OS X 10.9,firefox 59.0,1920x1080,desktop
SM-A710M Build/LMY47X||chrome generic|,SM-A710M Build/LMY47X,,chrome generic,,desktop
SM-G900F Build/KOT49H||chrome 63.0 for android|,SM-G900F Build/KOT49H,,chrome 63.0 for android,,mobile
RCT6203W46 Build/KOT49H|Android 4.4.2|other|1024x552,RCT6203W46 Build/KOT49H,Android 4.4.2,other,1024x552,mobile
rv:46.0|Windows 7|firefox|1920x1080,rv:46.0,Windows 7,firefox,1920x1080,desktop
rv:59.0|Mac OS X 10.13|firefox 59.0|1024x768,rv:59.0,Mac OS X 10.13,firefox 59.0,1024x768,desktop
AX821 Build/MRA58K||chrome generic for android|,AX821 Build/MRA58K,,chrome generic for android,,mobile
iOS Device|iOS 11.3.1|mobile safari generic|2208x1242,iOS Device,iOS 11.3.1,mobile safari generic,2208x1242,mobile
SAMSUNG SM-G965U1 Build/R16NW|Android 8.0.0|other|2220x1081,SAMSUNG SM-G965U1 Build/R16NW,Android 8.0.0,other,2220x1081,mobile
iOS Device|iOS 11.4.0|mobile safari generic|1136x640,iOS Device,iOS 11.4.0,mobile safari generic,1136x640,mobile
LG-M400 Build/NRD90U||chrome 60.0 for android|,LG-M400 Build/NRD90U,,chrome 60.0 for android,,mobile
Moto G (5) Build/NPPS25.137-93-8||chrome generic|,Moto G (5) Build/NPPS25.137-93-8,,chrome generic,,desktop
SAMSUNG SM-G890A Build/NRD90M|Android 7.0|samsung browser 6.4|2560x1440,SAMSUNG SM-G890A Build/NRD90M,Android 7.0,samsung browser 6.4,2560x1440,mobile
Windows|Windows 7|chrome generic|1025x768,Windows,Windows 7,chrome generic,1025x768,desktop
5051A Build/MMB29M||chrome 58.0 for android|,5051A Build/MMB29M,,chrome 58.0 for android,,mobile
RS988|Android 7.0|chrome generic for android|2560x1440,RS988,Android 7.0,chrome generic for android,2560x1440,mobile
LG-D855 Build/LRX21R||chrome 60.0 for android|,LG-D855 Build/LRX21R,,chrome 60.0 for android,,mobile
D5503||chrome generic|,D5503,,chrome generic,,desktop
Ilium X710 Build/MRA58K||chrome 61.0 for android|,Ilium X710 Build/MRA58K,,chrome 61.0 for android,,mobile
XT1040||chrome 63.0 for android|,XT1040,,chrome 63.0 for android,,mobile
iOS Device|iOS 11.3.1|mobile safari generic|2001x1125,iOS Device,iOS 11.3.1,mobile safari generic,2001x1125,mobile
